ID,Prob1
350, 0.29
351, 0.56
352, 0.13
353, 0.30
354, 0.02
355, 0.38
356, 0.42
357, 0.09
358, 0.29
359, 0.01
360, 0.05
361, 0.63
362, 0.26
363, 0.22
364, 0.00
365, 0.75
366, 0.04
367, 0.30
368, 0.33
369, 0.46
370, 0.96
371, 0.30
372, 0.96
373, 0.30
374, 0.57
375, 0.50
376, 0.60
377, 0.44
378, 0.24
379, 0.05
380, 0.98
381, 0.20
382, 0.19
383, 0.30
384, 0.54
385, 0.21
386, 0.07
387, 0.19
388, 0.26
389, 0.72
390, 0.47
391, 0.20
392, 0.40
393, 0.26
394, 0.47
395, 0.30
396, 0.11
397, 0.05
398, 0.25
399, 0.19
400, 0.29
401, 0.53
402, 0.43
403, 0.03
404, 0.28
405, 0.39
406, 0.60
407, 0.36
408, 0.33
409, 0.35
410, 0.02
411, 0.71
412, 0.19
413, 0.85
414, 0.25
415, 0.15
416, 0.05
417, 0.80
418, 0.09
419, 0.29
420, 0.04
421, 0.96
422, 0.36
423, 0.37
424, 0.35
425, 0.28
426, 0.44
427, 0.17
428, 0.15
429, 0.55
430, 0.38
431, 0.86
432, 0.45
433, 0.97
434, 0.24
435, 0.31
436, 0.43
437, 0.33
438, 0.09
439, 0.52
440, 0.47
441, 0.20
442, 0.30
443, 0.35
444, 0.62
445, 0.22
446, 0.34
447, 0.11
448, 0.04
449, 0.67
450, 0.27
451, 0.01
452, 0.15
453, 0.98
454, 0.30
455, 0.98
456, 0.43
457, 0.17
458, 0.21
459, 0.47
460, 0.25
461, 0.33
462, 0.15
463, 0.94
464, 0.07
465, 0.24
466, 0.89
467, 0.46
468, 0.19
469, 0.24
470, 0.15
471, 0.21
472, 0.28
473, 0.40
474, 0.33
475, 0.05
476, 0.17
477, 0.19
478, 0.16
479, 0.21
480, 0.05
481, 0.04
482, 0.01
483, 0.32
484, 0.77
485, 0.95
486, 0.32
487, 0.04
488, 0.21
489, 0.19
490, 0.12
491, 0.18
492, 0.14
493, 0.23
494, 0.23
495, 0.32
496, 0.48
497, 0.35
498, 0.95
499, 0.18
500, 0.18
501, 0.21
502, 0.81
503, 0.34
504, 0.29
505, 0.97
506, 0.29
507, 0.77
508, 0.27
509, 0.19
510, 0.45
511, 0.40
512, 0.07
513, 0.85
514, 0.27
515, 0.32
516, 0.04
517, 0.58
518, 0.98
519, 0.33
520, 0.32
521, 0.86
522, 0.97
523, 0.91
524, 0.43
525, 0.66
526, 0.98
527, 0.52
528, 0.02
529, 0.12
530, 0.19
531, 0.12
532, 0.35
533, 0.27
534, 0.38
535, 0.38
536, 0.43
537, 0.12
538, 0.31
539, 0.76
540, 0.47
541, 0.50
542, 0.96
543, 0.97
544, 0.20
545, 0.49
546, 0.14
547, 0.30
548, 0.16
549, 0.18
550, 0.18
551, 0.33
552, 0.44
553, 0.35
554, 0.22
555, 0.24
556, 0.88
557, 0.51
558, 0.40
559, 0.99
560, 0.31
561, 0.33
562, 0.50
563, 0.04
564, 0.83
565, 0.28
566, 0.28
567, 0.07
568, 0.05
569, 0.77
570, 0.20
571, 0.57
572, 0.03
573, 0.08
574, 0.76
575, 0.34
576, 0.20
577, 0.04
578, 0.16
579, 0.18
580, 0.34
581, 0.50
582, 0.40
583, 0.24
584, 0.24
585, 0.15
586, 0.05
587, 0.19
588, 0.58
589, 0.34
590, 0.95
591, 0.43
592, 0.35
593, 0.38
594, 0.75
595, 0.03
596, 0.54
597, 0.05
598, 0.17
599, 0.68
600, 0.71
601, 0.95
602, 0.01
603, 0.30
604, 0.28
605, 0.26
606, 0.38
607, 0.30
608, 0.49
609, 0.49
610, 0.56
611, 0.02
612, 0.05
613, 0.32
614, 0.54
615, 0.54
616, 0.75
617, 0.02
618, 0.81
619, 0.17
620, 0.50
621, 0.08
622, 0.58
623, 0.45
624, 0.21
625, 0.49
626, 0.04
627, 0.42
628, 0.28
629, 0.36
630, 0.04
631, 0.32
632, 0.47
633, 0.66
634, 0.84
635, 0.38
636, 0.76
637, 0.38
638, 0.19
639, 0.40
640, 0.04
641, 0.24
642, 0.27
643, 0.35
644, 0.12
645, 0.52
646, 0.82
647, 0.28
648, 0.20
649, 0.12
650, 0.56
651, 0.10
652, 0.57
653, 0.20
654, 0.50
655, 0.46
656, 0.03
657, 0.40
658, 0.03
659, 0.47
660, 0.68
661, 0.11
662, 0.19
663, 0.35
664, 0.26
665, 0.35
666, 0.51
667, 0.20
668, 0.28
669, 0.68
670, 0.25
671, 0.35
672, 0.53
673, 0.29
674, 0.24
675, 0.25
676, 0.38
677, 0.22
678, 0.21
679, 0.46
680, 0.28
681, 0.22
682, 0.21
683, 0.33
684, 0.19
685, 0.22
686, 0.05
687, 0.17
688, 0.60
689, 0.12
690, 0.04
691, 0.76
692, 0.40
693, 0.06
694, 0.34
695, 0.10
696, 0.19
697, 0.17
698, 0.84
699, 0.23
700, 0.12
701, 0.23
702, 0.81
703, 0.45
704, 0.52
705, 0.96
706, 0.46
707, 0.65
708, 0.67
709, 0.35
710, 0.84
711, 0.27
712, 0.28
713, 0.37
714, 0.16
715, 0.22
716, 0.45
717, 0.76
718, 0.76
719, 0.96
720, 0.41
721, 0.19
722, 0.29
723, 0.32
724, 0.17
725, 0.19
726, 0.32
727, 0.29
728, 0.30
729, 0.04
730, 0.03
731, 0.91
732, 0.59
733, 0.32
734, 0.36
735, 0.74
736, 0.27
737, 0.33
738, 0.71
739, 0.44
740, 0.43
741, 0.36
742, 0.68
743, 0.46
744, 0.96
745, 0.43
746, 0.96
747, 0.39
748, 0.44
749, 0.75
750, 0.14
751, 0.65
752, 0.00
753, 0.33
754, 0.05
755, 0.58
756, 0.40
757, 1.00
758, 0.51
759, 0.19
760, 0.40
761, 0.17
762, 0.26
763, 0.68
764, 0.08
765, 0.29
766, 0.86
767, 0.11
768, 0.18
769, 0.26
770, 0.30
771, 0.40
772, 0.33
773, 0.02
774, 0.61
775, 0.05
776, 0.21
777, 0.27
778, 0.30
779, 0.07
780, 0.95
781, 0.44
782, 0.18
783, 0.34
784, 0.55
785, 0.03
786, 0.19
787, 0.29
788, 0.17
789, 0.23
790, 0.25
791, 0.43
792, 0.59
793, 0.51
794, 0.28
795, 0.15
796, 0.35
797, 0.50
798, 0.15
799, 0.05
800, 0.54
801, 0.26
802, 0.45
803, 0.57
804, 0.85
805, 0.40
806, 0.34
807, 0.32
808, 0.33
809, 0.34
810, 0.80
811, 0.79
812, 0.36
813, 0.03
814, 0.37
815, 0.26
816, 0.30
817, 0.18
818, 0.54
819, 0.15
820, 0.81
821, 0.16
822, 0.07
823, 0.05
824, 0.19
825, 0.19
826, 0.02
827, 0.40
828, 0.36
829, 0.24
830, 0.20
831, 0.40
832, 0.42
833, 0.38
834, 0.34
835, 0.46
836, 0.33
837, 0.19
838, 0.24
839, 0.31
840, 0.19
841, 0.34
842, 0.16
843, 0.19
844, 0.31
845, 0.57
846, 0.45
847, 0.70
848, 0.19
849, 0.18
850, 0.34
851, 0.24
852, 0.29
853, 0.60
854, 0.42
855, 0.33
856, 0.20
857, 0.22
858, 0.32
859, 0.19
860, 0.01
861, 0.12
862, 0.41
863, 0.11
864, 0.18
865, 0.17
866, 0.53
867, 0.24
868, 0.12
869, 0.17
870, 0.19
871, 0.19
872, 0.74
873, 0.88
874, 0.19
875, 0.31
876, 0.03
877, 0.46
878, 0.35
879, 0.17
880, 0.28
881, 0.75
882, 0.48
883, 0.04
884, 0.20
885, 0.95
886, 0.86
887, 0.06
888, 0.94
889, 0.15
890, 0.96
891, 0.12
892, 0.32
893, 0.01
894, 0.01
895, 0.62
896, 0.45
897, 0.21
898, 0.76
899, 0.03
900, 0.46
901, 0.23
902, 0.20
903, 0.64
904, 0.96
905, 0.04
906, 0.85
907, 0.55
908, 0.54
909, 0.22
910, 0.03
911, 0.01
912, 0.39
913, 0.59
914, 0.88
915, 0.12
916, 0.59
917, 0.19
918, 0.45
919, 0.27
920, 0.24
921, 0.24
922, 0.46
923, 0.26
924, 0.30
925, 0.08
926, 0.01
927, 0.54
928, 0.32
929, 0.04
930, 0.39
931, 0.16
932, 0.26
933, 0.05
934, 0.04
935, 0.22
936, 0.43
937, 0.36
938, 0.59
939, 0.14
940, 0.52
941, 0.35
942, 0.37
943, 0.08
944, 0.06
945, 0.24
946, 0.64
947, 0.61
948, 0.91
949, 0.19
950, 0.35
951, 0.61
952, 0.74
953, 0.21
954, 0.16
955, 0.79
956, 0.18
957, 0.52
958, 0.44
959, 0.26
960, 0.44
961, 0.30
962, 0.03
963, 0.26
964, 0.67
965, 0.23
966, 0.24
967, 0.49
968, 0.05
969, 0.54
970, 0.22
971, 0.50
972, 0.21
973, 0.35
974, 0.43
975, 0.26
976, 0.40
977, 0.05
978, 0.38
979, 0.91
980, 0.27
981, 0.01
982, 0.07
983, 0.69
984, 0.18
985, 0.50
986, 0.03
987, 0.30
988, 0.85
989, 0.33
990, 0.97
991, 0.17
992, 0.24
993, 0.44
994, 0.46
995, 0.08
996, 0.30
997, 0.17
998, 0.86
999, 0.20
1000, 0.05
1001, 0.12
1002, 0.59
1003, 0.66
1004, 0.22
1005, 0.97
1006, 0.21
1007, 0.28
1008, 0.28
1009, 0.15
1010, 0.54
1011, 0.21
1012, 0.19
1013, 0.19
1014, 0.19
1015, 0.22
1016, 0.28
1017, 0.26
1018, 0.75
1019, 0.68
1020, 0.17
1021, 0.25
1022, 0.68
1023, 0.04
1024, 0.56
1025, 0.21
1026, 0.97
1027, 0.81
1028, 0.03
1029, 0.21
1030, 0.84
1031, 0.63
1032, 0.60
1033, 0.16
1034, 0.20
1035, 0.17
1036, 0.32
1037, 0.14
1038, 0.70
1039, 0.36
1040, 0.57
1041, 0.52
1042, 0.21
1043, 0.23
1044, 0.89
1045, 0.04
1046, 0.17
1047, 0.15
1048, 0.59
1049, 0.34
1050, 0.26
1051, 0.05
1052, 0.12
1053, 0.03
1054, 0.44
1055, 0.35
1056, 0.42
1057, 0.27
1058, 0.49
1059, 0.19
1060, 0.21
1061, 0.21
1062, 0.05
1063, 0.23
1064, 0.03
1065, 0.21
1066, 0.53
1067, 0.28
1068, 0.43
1069, 0.85
1070, 0.12
1071, 0.33
1072, 0.26
1073, 0.69
1074, 0.86
1075, 0.31
1076, 0.17
1077, 0.40
1078, 0.80
1079, 0.54
1080, 0.48
1081, 0.99
1082, 0.59
1083, 0.58
1084, 0.96
1085, 0.23
1086, 0.02
1087, 0.31
1088, 0.38
1089, 0.03
1090, 0.31
1091, 0.40
1092, 0.85
1093, 0.60
1094, 0.47
1095, 0.83
1096, 0.35
1097, 0.10
1098, 0.16
1099, 0.19
1100, 0.15
1101, 0.24
1102, 0.13
1103, 0.32
1104, 0.74
1105, 0.33
1106, 0.19
1107, 0.22
1108, 0.45
1109, 0.04
1110, 0.88
1111, 0.84
1112, 0.19
1113, 0.22
1114, 0.29
1115, 0.34
1116, 0.29
1117, 0.17
1118, 0.60
1119, 0.43
1120, 0.25
1121, 0.52
1122, 0.16
1123, 0.31
1124, 0.04
1125, 0.59
1126, 0.12
1127, 0.32
1128, 0.74
1129, 0.68
1130, 0.29
1131, 0.32
1132, 0.18
1133, 0.20
1134, 0.21
1135, 0.24
1136, 0.42
1137, 0.03
1138, 0.52
1139, 0.31
1140, 0.25
1141, 0.18
1142, 0.25
1143, 0.08
1144, 0.69
1145, 0.92
1146, 0.40
1147, 0.23
1148, 0.56
1149, 0.19
1150, 0.72
1151, 0.12
1152, 0.21
1153, 0.44
1154, 0.25
1155, 0.42
1156, 0.79
1157, 0.01
1158, 0.24
1159, 0.46
1160, 0.05
1161, 0.23
1162, 0.29
1163, 0.32
1164, 0.07
1165, 0.33
1166, 0.78
1167, 0.02
1168, 0.28
1169, 0.01
1170, 0.21
1171, 0.25
1172, 0.16
1173, 0.23
1174, 0.30
1175, 0.83
1176, 0.29
1177, 0.04
1178, 0.40
1179, 0.10
1180, 0.32
1181, 0.32
1182, 0.03
1183, 0.32
1184, 0.03
1185, 0.83
1186, 0.72
1187, 0.41
1188, 0.23
1189, 0.60
1190, 0.03
1191, 0.71
1192, 0.33
1193, 0.02
1194, 0.04
1195, 0.42
1196, 0.17
1197, 0.34
1198, 0.04
1199, 0.24
1200, 0.46
1201, 0.70
1202, 0.50
1203, 0.17
1204, 0.22
1205, 0.34
1206, 0.43
1207, 0.52
1208, 0.05
1209, 0.05
1210, 0.35
1211, 0.35
1212, 0.30
1213, 0.01
1214, 0.28
1215, 0.35
1216, 0.24
1217, 0.25
1218, 0.34
1219, 0.24
1220, 0.44
1221, 0.09
1222, 0.28
1223, 0.39
1224, 0.30
1225, 0.38
1226, 0.55
1227, 0.50
1228, 0.49
1229, 0.52
1230, 0.52
1231, 0.34
1232, 0.43
1233, 0.46
1234, 0.59
1235, 0.14
1236, 0.19
1237, 0.84
1238, 0.25
1239, 0.29
1240, 0.38
1241, 0.29
1242, 0.19
1243, 0.30
1244, 0.36
1245, 0.85
1246, 0.21
1247, 0.34
1248, 0.04
1249, 0.27
1250, 0.32
1251, 0.39
1252, 0.51
1253, 0.25
1254, 0.15
1255, 0.13
1256, 0.39
1257, 0.25
1258, 0.50
1259, 0.33
1260, 0.12
1261, 0.30
1262, 0.24
1263, 0.73
1264, 0.18
1265, 0.24
1266, 0.31
1267, 0.27
1268, 0.02
1269, 0.04
1270, 0.73
1271, 0.57
1272, 0.82
1273, 0.35
1274, 0.51
1275, 0.05
1276, 0.36
1277, 0.02
1278, 0.35
1279, 0.47
1280, 0.34
1281, 0.05
1282, 0.04
1283, 0.35
1284, 0.59
1285, 0.27
1286, 0.30
1287, 0.54
1288, 0.52
1289, 0.09
1290, 0.85
1291, 0.30
1292, 0.21
1293, 0.19
1294, 0.57
1295, 0.52
1296, 0.69
1297, 0.02
1298, 0.41
1299, 0.19
1300, 0.11
1301, 0.55
1302, 0.46
1303, 0.24
1304, 0.21
1305, 0.30
1306, 0.24
1307, 0.50
1308, 0.41
1309, 0.15
1310, 0.21
1311, 0.31
1312, 0.45
1313, 0.28
1314, 0.43
1315, 0.46
1316, 0.25
1317, 0.12
1318, 0.04
1319, 0.14
1320, 0.36
1321, 0.08
1322, 0.04
1323, 0.71
1324, 0.98
1325, 0.41
1326, 0.25
1327, 0.43
1328, 0.26
1329, 0.24
1330, 0.74
1331, 0.73
1332, 0.35
1333, 0.03
1334, 0.30
1335, 0.25
1336, 0.20
1337, 0.22
1338, 0.31
1339, 0.61
1340, 0.03
1341, 0.01
1342, 0.05
1343, 0.97
1344, 0.85
1345, 0.52
1346, 0.04
1347, 0.86
1348, 0.35
1349, 0.19
1350, 0.24
1351, 0.38
1352, 0.66
1353, 0.50
1354, 0.81
1355, 0.05
1356, 0.22
1357, 0.17
1358, 0.34
1359, 0.33
1360, 0.29
1361, 0.55
1362, 0.13
1363, 0.18
1364, 0.08
1365, 0.21
1366, 0.22
1367, 0.08
1368, 0.24
1369, 0.18
1370, 0.46
1371, 0.45
1372, 0.03
1373, 0.45
1374, 0.03
1375, 0.08
1376, 0.61
1377, 0.15
1378, 0.14
1379, 0.47
1380, 0.43
1381, 0.20
1382, 0.22
1383, 0.30
1384, 0.30
1385, 0.30
1386, 0.78
1387, 0.05
1388, 0.28
1389, 0.23
1390, 0.23
1391, 0.03
1392, 0.34
1393, 0.44
1394, 0.14
1395, 0.05
1396, 0.89
1397, 0.30
1398, 0.02
1399, 0.58
1400, 0.67
1401, 0.30
1402, 0.30
1403, 0.57
1404, 0.51
1405, 0.50
1406, 0.30
1407, 0.57
1408, 0.25
1409, 0.47
1410, 0.34
1411, 0.02
1412, 0.05
1413, 0.17
1414, 0.21
1415, 0.12
1416, 0.17
1417, 0.05
1418, 0.45
1419, 0.66
1420, 0.33
1421, 0.41
1422, 0.93
1423, 0.19
1424, 0.15
1425, 0.59
1426, 0.05
1427, 0.54
1428, 0.28
1429, 0.60
1430, 0.46
1431, 0.34
1432, 0.36
1433, 0.13
1434, 0.46
1435, 0.95
1436, 0.52
1437, 0.13
1438, 0.68
1439, 0.79
1440, 0.17
1441, 0.96
1442, 0.42
1443, 0.24
1444, 0.43
1445, 0.39
1446, 0.61
1447, 0.19
1448, 0.51
1449, 0.37
1450, 0.30
1451, 0.41
1452, 0.37
1453, 0.18
1454, 0.51
1455, 0.21
1456, 0.46
1457, 0.40
1458, 0.33
1459, 0.28
1460, 0.22
1461, 0.25
1462, 0.52
1463, 0.15
1464, 0.07
1465, 0.34
1466, 0.04
1467, 0.10
1468, 0.25
1469, 0.03
1470, 0.63
1471, 0.25
1472, 0.12
1473, 0.21
1474, 0.51
1475, 0.81
1476, 0.41
1477, 0.15
1478, 0.03
1479, 0.33
1480, 0.96
1481, 0.33
1482, 0.19
1483, 0.92
1484, 0.41
1485, 0.33
1486, 0.17
1487, 0.42
1488, 0.01
1489, 0.26
1490, 0.12
1491, 0.11
1492, 0.24
1493, 0.17
1494, 0.42
1495, 0.24
1496, 0.28
1497, 0.29
1498, 0.15
1499, 0.24
1500, 0.81
1501, 0.68
1502, 0.26
1503, 0.61
1504, 0.53
1505, 0.32
1506, 0.29
1507, 0.32
1508, 0.23
1509, 0.52
1510, 0.48
1511, 0.28
1512, 0.91
1513, 0.70
1514, 0.04
1515, 0.04
1516, 0.02
1517, 0.22
1518, 0.04
1519, 0.36
1520, 0.32
1521, 0.12
1522, 0.01
1523, 0.49
1524, 0.09
1525, 0.34
1526, 0.05
1527, 0.28
1528, 0.01
1529, 0.89
1530, 0.41
1531, 0.35
1532, 0.71
1533, 0.05
1534, 0.47
1535, 0.60
1536, 0.53
1537, 0.32
1538, 0.19
1539, 0.23
1540, 0.16
1541, 0.16
1542, 0.04
1543, 0.19
1544, 0.68
1545, 0.45
1546, 0.23
1547, 0.28
1548, 0.65
1549, 0.24
1550, 0.26
1551, 0.43
1552, 0.04
1553, 0.24
1554, 0.33
1555, 0.23
1556, 0.40
1557, 0.05
1558, 0.26
1559, 0.26
1560, 0.01
1561, 0.15
1562, 0.08
1563, 0.27
1564, 0.19
1565, 0.05
1566, 0.36
1567, 0.39
1568, 0.21
1569, 0.05
1570, 0.29
1571, 0.04
1572, 0.15
1573, 0.17
1574, 0.67
1575, 0.20
1576, 0.19
1577, 0.23
1578, 0.24
1579, 0.45
1580, 0.25
1581, 0.13
1582, 0.20
1583, 0.28
1584, 0.36
1585, 0.82
1586, 0.24
1587, 0.04
1588, 0.44
1589, 0.76
1590, 0.38
1591, 0.17
1592, 0.04
1593, 0.40
1594, 0.05
1595, 0.04
1596, 0.83
1597, 0.00
1598, 0.30
1599, 0.51
1600, 0.24
1601, 0.52
1602, 0.40
1603, 0.42
1604, 0.24
1605, 0.17
1606, 0.38
1607, 0.35
1608, 0.11
1609, 0.19
1610, 0.77
1611, 0.35
1612, 0.82
1613, 0.46
1614, 0.43
1615, 0.43
1616, 0.99
1617, 0.67
1618, 0.39
1619, 0.19
1620, 0.34
1621, 0.41
1622, 0.34
1623, 0.68
1624, 0.14
1625, 0.49
1626, 0.40
1627, 0.25
1628, 0.04
1629, 0.38
1630, 0.04
1631, 0.32
1632, 0.33
1633, 0.95
1634, 0.33
1635, 0.25
1636, 0.31
1637, 0.39
1638, 0.27
1639, 0.19
1640, 0.27
1641, 0.85
1642, 0.31
1643, 0.19
1644, 0.54
1645, 0.72
1646, 0.61
1647, 0.38
1648, 0.17
1649, 0.52
1650, 0.27
1651, 0.32
1652, 0.27
1653, 0.98
1654, 0.76
1655, 0.68
1656, 0.21
1657, 0.28
1658, 0.03
1659, 0.59
1660, 0.04
1661, 0.17
1662, 0.43
1663, 0.28
1664, 0.54
1665, 0.11
1666, 0.01
1667, 0.38
1668, 0.22
1669, 0.54
1670, 0.04
1671, 0.29
1672, 0.66
1673, 0.74
1674, 0.39
1675, 0.44
1676, 0.21
1677, 0.78
1678, 0.52
1679, 0.88
1680, 0.40
1681, 0.28
1682, 0.54
1683, 0.65
1684, 0.17
1685, 0.99
1686, 0.89
1687, 0.75
1688, 0.65
1689, 0.19
1690, 0.43
1691, 0.11
1692, 0.88
1693, 0.85
1694, 0.61
1695, 0.36
1696, 0.54
1697, 0.34
1698, 0.18
1699, 0.05
1700, 0.26
1701, 0.35
1702, 0.51
1703, 0.36
1704, 0.19
1705, 0.52
1706, 0.50
1707, 0.48
1708, 0.04
1709, 0.30
1710, 0.28
1711, 0.14
1712, 0.59
1713, 0.26
1714, 0.36
1715, 0.03
1716, 0.74
1717, 0.27
1718, 0.45
1719, 0.29
1720, 0.03
1721, 0.27
1722, 0.43
1723, 0.18
1724, 0.46
1725, 0.52
1726, 0.08
1727, 0.58
1728, 0.16
1729, 0.92
1730, 0.56
1731, 0.47
1732, 0.36
1733, 0.33
1734, 0.29
1735, 0.32
1736, 0.09
1737, 0.28
1738, 0.28
1739, 0.71
1740, 0.25
1741, 0.43
1742, 0.56
1743, 0.02
1744, 0.32
1745, 0.09
1746, 0.28
1747, 0.26
1748, 0.01
1749, 0.84
1750, 0.05
1751, 0.21
1752, 0.56
1753, 0.13
1754, 0.36
1755, 0.34
1756, 0.43
1757, 0.25
1758, 0.23
1759, 0.28
1760, 0.19
1761, 0.04
1762, 0.12
1763, 0.26
1764, 0.48
1765, 0.06
1766, 0.84
1767, 0.18
1768, 0.19
1769, 0.29
1770, 0.34
1771, 0.52
1772, 0.84
1773, 0.20
1774, 0.14
1775, 0.27
1776, 0.43
1777, 0.43
1778, 0.12
1779, 0.05
1780, 0.52
1781, 0.27
1782, 0.25
1783, 0.05
1784, 0.53
1785, 0.27
1786, 0.04
1787, 0.86
1788, 0.24
1789, 0.60
1790, 0.43
1791, 0.33
1792, 0.32
1793, 0.32
1794, 0.18
1795, 0.01
1796, 0.26
1797, 0.54
1798, 0.16
1799, 0.19
1800, 0.06
1801, 0.28
1802, 0.35
1803, 0.95
1804, 0.25
1805, 0.59
1806, 0.04
1807, 0.16
1808, 0.13
1809, 0.40
1810, 0.34
1811, 0.69
1812, 0.34
1813, 0.01
1814, 0.83
1815, 0.04
1816, 0.54
1817, 0.22
1818, 0.32
1819, 0.01
1820, 0.05
1821, 0.81
1822, 0.40
1823, 0.18
1824, 0.72
1825, 0.27
1826, 0.20
1827, 0.37
1828, 0.18
1829, 0.21
1830, 0.47
1831, 0.17
1832, 0.22
1833, 0.19
1834, 0.27
1835, 0.18
1836, 0.20
1837, 0.43
1838, 0.54
1839, 0.72
1840, 0.61
1841, 0.64
1842, 0.03
1843, 0.37
1844, 0.33
1845, 0.80
1846, 0.31
1847, 0.23
1848, 0.51
1849, 0.05
1850, 0.27
1851, 0.40
1852, 0.10
1853, 0.30
1854, 0.04
1855, 0.86
1856, 0.23
1857, 0.21
1858, 0.95
1859, 0.58
1860, 0.29
1861, 0.12
1862, 0.04
1863, 0.51
1864, 0.22
1865, 0.15
1866, 0.71
1867, 0.19
1868, 0.46
1869, 0.05
1870, 0.14
1871, 0.38
1872, 0.28
